score ; Cocktail ; n patient taking C ; n patient taking C and having AE ; RR 
8.06294;enzymes:chlorothiazide combinations;1;1;3225.79
8.06294;mitiglinide:chlorothiazide combinations;1;1;3225.79
8.06294;mitiglinide:thiazides combinations with psycholeptics andor analgesics;1;1;3225.79
8.06294;mitiglinide:amino acids:chlorothiazide combinations;1;1;3225.79
8.06294;mitiglinide:cilostazol;1;1;3225.79
8.06294;mitiglinide:antithrombotic agents:blood substitutes and perfusion solutions;1;1;3225.79
8.06294;mitiglinide:agalsidase beta:antithrombotic agents:blood substitutes and perfusion solutions;1;1;3225.79
8.06294;mitiglinide:agalsidase beta;1;1;3225.79
8.06294;mitiglinide:enzymes:chlorothiazide combinations;1;1;3225.79
8.06294;mitiglinide:enzymes:arginine hydrochloride;1;1;3225.79
8.06294;mitiglinide:enzymes:blood substitutes and perfusion solutions;1;1;3225.79
8.06294;mitiglinide:other alimentary tract and metabolism products:arginine hydrochloride;1;1;3225.79
8.06294;mitiglinide:other alimentary tract and metabolism products:amino acids;1;1;3225.79
8.06294;glibenclamide:flupentixol;1;1;3225.79
8.06294;glibenclamide:etodolac;1;1;3225.79
8.06294;glibenclamide:emtricitabine;1;1;3225.79
8.06294;glibenclamide:tioxolone;1;1;3225.79
8.06294;glibenclamide:cilnidipine:emtricitabine;1;1;3225.79
8.06294;glibenclamide:cilnidipine;1;1;3225.79
8.06294;insulin aspart:medical air;1;1;3225.79
8.06294;insulin aspart:medical gases;1;1;3225.79
8.06294;insulin aspart:travoprost;1;1;3225.79
8.06294;insulin aspart:fluphenazine;1;1;3225.79
8.06294;insulin aspart:boceprevir:various;1;1;3225.79
8.06294;insulin aspart:boceprevir;1;1;3225.79
8.06294;insulin aspart:protease inhibitors:fluphenazine;1;1;3225.79
8.06294;insulin aspart:protease inhibitors:phenothiazines with piperazine structure;1;1;3225.79
8.06294;insulin aspart:protease inhibitors;1;1;3225.79
8.06294;insulin aspart:methyltestosterone and estrogen:ophthalmologicals;1;1;3225.79
8.06294;insulin aspart:methyltestosterone and estrogen:sensory organs;1;1;3225.79
8.06294;insulin aspart:methyltestosterone and estrogen;1;1;3225.79
8.06294;insulin aspart:androgens and estrogens:travoprost;1;1;3225.79
8.06294;insulin aspart:androgens and estrogens:sensory organs;1;1;3225.79
8.06294;insulin aspart:androgens and estrogens;1;1;3225.79
8.06294;insulin aspart:androgens and female sex hormones in combination:antiallergic agents excl corticosteroids;1;1;3225.79
8.06294;insulin aspart:androgens and female sex hormones in combination:antivirals for systemic use;1;1;3225.79
8.06294;insulin aspart:androgens and female sex hormones in combination;1;1;3225.79
8.06294;insulin aspart:sex hormones and modulators of the genital system:medical air;1;1;3225.79
8.06294;insulins and analogues for injection intermediate or longacting combined with fastacting:medical air;1;1;3225.79
8.06294;insulins and analogues for injection intermediate or longacting combined with fastacting:travoprost:medical air;1;1;3225.79
8.06294;insulins and analogues for injection intermediate or longacting combined with fastacting:nervous system:medical air;1;1;3225.79
8.06294;insulins and analogues for injection intermediate or longacting combined with fastacting:methyltestosterone and estrogen:fluphenazine;1;1;3225.79
8.06294;insulins and analogues:methyltestosterone and estrogen:fluphenazine;1;1;3225.79
8.06294;drugs used in diabetes:gefitinib:medical air;1;1;3225.79
8.06294;multienzymes lipase protease etc:phentolamine;1;1;3225.79
8.06294;multienzymes lipase protease etc:ephedrine;1;1;3225.79
8.06294;multienzymes lipase protease etc:ornidazole;1;1;3225.79
8.06294;multienzymes lipase protease etc:cabergoline;1;1;3225.79
8.06294;multienzymes lipase protease etc:genito urinary system and sex hormones:phentolamine;1;1;3225.79
8.06294;multienzymes lipase protease etc:genito urinary system and sex hormones:other centrally acting agents:phentolamine;1;1;3225.79
8.06294;enzyme preparations:phentolamine;1;1;3225.79
8.06294;enzyme preparations:cabergoline;1;1;3225.79
8.06294;digestives incl enzymes:cabergoline:phentolamine;1;1;3225.79
8.06294;digestives incl enzymes:cabergoline:phentolamine;1;1;3225.79
8.06294;digestives incl enzymes:cabergoline:antidotes;1;1;3225.79
8.06294;mesalazine:phentolamine;1;1;3225.79
8.06294;mesalazine:decongestants and other nasal preparations for topical use:various;1;1;3225.79
8.06294;mesalazine:nasal preparations:all other therapeutic products;1;1;3225.79
8.06294;mesalazine:nasal preparations:various;1;1;3225.79
8.06294;mesalazine:ornidazole:other centrally acting agents;1;1;3225.79
8.06294;mesalazine:ornidazole;1;1;3225.79
8.06294;mesalazine:imidazole derivatives;1;1;3225.79
8.06294;mesalazine:cabergoline:antiinfectives for systemic use;1;1;3225.79
8.06294;mesalazine:prolactine inhibitors:antiinfectives for systemic use;1;1;3225.79
8.06294;mesalazine:multienzymes lipase protease etc:nasal preparations;1;1;3225.79
8.06294;mesalazine:multienzymes lipase protease etc:respiratory system;1;1;3225.79
8.06294;mesalazine:multienzymes lipase protease etc:musculoskeletal system;1;1;3225.79
8.06294;mesalazine:multienzymes lipase protease etc:antibacterials for systemic use;1;1;3225.79
8.06294;mesalazine:multienzymes lipase protease etc:antiinfectives for systemic use;1;1;3225.79
8.06294;mesalazine:multienzymes lipase protease etc:cabergoline:respiratory system;1;1;3225.79
8.06294;mesalazine:multienzymes lipase protease etc;1;1;3225.79
8.06294;aminosalicylic acid and similar agents:phentolamine;1;1;3225.79
8.06294;aminosalicylic acid and similar agents:ornidazole;1;1;3225.79
8.06294;aminosalicylic acid and similar agents:multienzymes lipase protease etc;1;1;3225.79
8.06294;magnesium citrate:cefazedone;1;1;3225.79
8.06294;magnesium citrate:firstgeneration cephalosporins;1;1;3225.79
8.06294;magnesium citrate:cyclopenthiazide;1;1;3225.79
8.06294;magnesium citrate:lowceiling diuretics thiazides:musculoskeletal system;1;1;3225.79
8.06294;magnesium citrate:diuretics:topical products for joint and muscular pain;1;1;3225.79
8.06294;magnesium citrate:diuretics:musculoskeletal system;1;1;3225.79
8.06294;alimentary tract and metabolism:cilnidipine:etodolac;1;1;3225.79
8.06294;alimentary tract and metabolism:cilnidipine:acetic acid derivatives and related substances;1;1;3225.79
7.70813;other mineral supplements:blood and blood forming organs;5768;8;4.89805
7.67852;other mineral supplements:genito urinary system and sex hormones;5794;8;4.87541
7.66944;antianemic preparations:sex hormones and modulators of the genital system;5802;8;4.86849
7.66052;blood substitutes and perfusion solutions:musculoskeletal system;4405;7;5.55037
7.55669;blood and related products;4483;7;5.45162
7.36995;viscoelastic substances:technetium 99mtc pentetic acid;2;1;1612.89
7.36995;oxedrine combinations:technetium 99mtc compounds;2;1;1612.89
7.36995;oxedrine combinations:hyaluronic acid;2;1;1612.89
7.36995;sympathomimetics used as decongestants:surgical aids:various;2;1;1612.89
7.36995;triprolidine:acrivastine;2;1;1612.89
7.36995;azelastine:medical air;2;1;1612.89
7.36995;adrafinil:glucocorticoids;2;1;1612.89
7.36995;eszopiclone:adrafinil;2;1;1612.89
7.36995;molindone:glucocorticoids;2;1;1612.89
7.36995;molindone:benzodiazepine related drugs;2;1;1612.89
7.36995;indole derivatives:ciclesonide;2;1;1612.89
7.36995;indole derivatives:eszopiclone;2;1;1612.89
7.36995;fluphenazine:medical gases;2;1;1612.89
7.36995;fluphenazine:prostaglandin analogues1;2;1;1612.89
7.36995;fluphenazine:antiallergic agents excl corticosteroids;2;1;1612.89
7.36995;phenothiazines with piperazine structure:travoprost;2;1;1612.89
7.36995;pridinol:ephedrine;2;1;1612.89
7.36995;azathioprine:glucocorticoids;2;1;1612.89
7.36995;azathioprine:indole derivatives;2;1;1612.89
7.36995;other immunosuppressants:adrafinil;2;1;1612.89
7.36995;interferons:daclizumab;2;1;1612.89
7.36995;immunostimulants:immunosuppressants:other systemic drugs for obstructive airway diseases;2;1;1612.89
7.36995;immunostimulants:immunosuppressants:other systemic drugs for obstructive airway diseases;2;1;1612.89
7.36995;gefitinib:medical gases;2;1;1612.89
7.36995;gefitinib:nervous system:prostaglandin analogues1;2;1;1612.89
7.36995;ifosfamide:ciclesonide;2;1;1612.89
7.36995;ifosfamide:glucocorticoids;2;1;1612.89
7.36995;ifosfamide:eszopiclone;2;1;1612.89
7.36995;ifosfamide:benzodiazepine related drugs;2;1;1612.89
7.36995;ifosfamide:other immunosuppressants;2;1;1612.89
7.36995;nitrogen mustard analogues:molindone;2;1;1612.89
7.36995;emtricitabine:etodolac;2;1;1612.89
7.36995;nucleoside and nucleotide reverse transcriptase inhibitors:etodolac;2;1;1612.89
7.36995;boceprevir:medical gases;2;1;1612.89
7.36995;boceprevir:prostaglandin analogues1;2;1;1612.89
7.36995;boceprevir:antiallergic agents excl corticosteroids;2;1;1612.89
7.36995;boceprevir:phenothiazines with piperazine structure;2;1;1612.89
7.36995;protease inhibitors:fluphenazine;2;1;1612.89
7.36995;daptomycin:hyaluronic acid;2;1;1612.89
7.36995;daptomycin:viscoelastic substances;2;1;1612.89
7.36995;daptomycin:surgical aids;2;1;1612.89
7.36995;daptomycin:sympathomimetics used as decongestants;2;1;1612.89
7.36995;ornidazole:phentolamine;2;1;1612.89
7.36995;dutasteride:indole derivatives;2;1;1612.89
7.36995;dutasteride:nervous system:ciclesonide;2;1;1612.89
7.36995;dutasteride:nervous system:glucocorticoids;2;1;1612.89
7.36995;dutasteride:nervous system:other drugs for obstructive airway diseases inhalants;2;1;1612.89
7.36995;testosterone5alpha reductase inhibitors:benzodiazepine related drugs;2;1;1612.89
7.36995;testosterone5alpha reductase inhibitors:other immunosuppressants:nervous system;2;1;1612.89
7.36995;testosterone5alpha reductase inhibitors:other immunosuppressants;2;1;1612.89
7.36995;testosterone5alpha reductase inhibitors:nitrogen mustard analogues;2;1;1612.89
7.36995;drugs used in benign prostatic hypertrophy:immunosuppressants:ciclesonide;2;1;1612.89
7.36995;drugs used in benign prostatic hypertrophy:antineoplastic and immunomodulating agents:ciclesonide;2;1;1612.89
7.36995;urologicals:azathioprine:respiratory system;2;1;1612.89
7.36995;urologicals:ifosfamide:other psychostimulants and nootropics;2;1;1612.89
7.36995;urologicals:ifosfamide:psychostimulants agents used for adhd and nootropics;2;1;1612.89
7.36995;methyltestosterone and estrogen:medical air;2;1;1612.89
7.36995;methyltestosterone and estrogen:boceprevir:nervous system;2;1;1612.89
7.36995;methyltestosterone and estrogen:protease inhibitors:nervous system:respiratory system;2;1;1612.89
7.36995;methyltestosterone and estrogen:protease inhibitors:nervous system;2;1;1612.89
7.36995;androgens and estrogens:medical air;2;1;1612.89
7.36995;androgens and estrogens:antiglaucoma preparations and miotics:all other therapeutic products;2;1;1612.89
7.36995;androgens and estrogens:gefitinib;2;1;1612.89
7.36995;androgens and estrogens:protease inhibitors:nervous system:respiratory system;2;1;1612.89
7.36995;androgens and female sex hormones in combination:medical air;2;1;1612.89
7.36995;androgens and female sex hormones in combination:gefitinib;2;1;1612.89
7.36995;cabergoline:sympathomimetics combinations excl corticosteroids;2;1;1612.89
7.36995;cabergoline:ornidazole:various;2;1;1612.89
7.36995;prolactine inhibitors:phentolamine;2;1;1612.89
7.36995;tioxolone:thioxanthene derivatives;2;1;1612.89
7.36995;tioxolone:nucleoside and nucleotide reverse transcriptase inhibitors;2;1;1612.89
7.36995;preparations containing sulfur:emtricitabine;2;1;1612.89
7.36995;cilnidipine:thioxanthene derivatives;2;1;1612.89
7.36995;calcium channel blockers:musculoskeletal system:flupentixol;2;1;1612.89
7.36995;calcium channel blockers:tioxolone:musculoskeletal system;2;1;1612.89
7.36995;thiazides plain:cefazedone;2;1;1612.89
7.36995;coagulation factor xiii:potassium iodide;2;1;1612.89
7.36995;coagulation factor xiii:other nasal preparations:ophthalmologicals;2;1;1612.89
7.36995;coagulation factor xiii:other nasal preparations:sensory organs;2;1;1612.89
7.36995;coagulation factor xiii:solutions for parenteral nutrition;2;1;1612.89
7.36995;coagulation factor xiii:iv solutions:decongestants and other nasal preparations for topical use;2;1;1612.89
7.36995;antihemorrhagics:protein hydrolysates:sensory organs;2;1;1612.89
7.36995;antihemorrhagics:protein hydrolysates:respiratory system:sensory organs;2;1;1612.89
7.36995;agalsidase beta:arginine hydrochloride;2;1;1612.89
7.36995;agalsidase beta:amino acids;2;1;1612.89
7.36995;mitiglinide:arginine hydrochloride;2;1;1612.89
7.36995;mitiglinide:amino acids;2;1;1612.89
7.36995;mitiglinide:other alimentary tract and metabolism products:iv solution additives;2;1;1612.89
7.36995;mitiglinide:other alimentary tract and metabolism products:blood substitutes and perfusion solutions;2;1;1612.89
7.36995;other blood glucose lowering drugs excl insulins:agalsidase beta;2;1;1612.89
7.36995;glibenclamide:thioxanthene derivatives;2;1;1612.89
7.36995;glibenclamide:nucleoside and nucleotide reverse transcriptase inhibitors;2;1;1612.89
7.36995;glibenclamide:preparations containing sulfur;2;1;1612.89
7.36995;sulfonamides urea derivatives:flupentixol;2;1;1612.89
7.36995;insulins and analogues for injection intermediate or longacting combined with fastacting:travoprost;2;1;1612.89
7.36995;insulins and analogues for injection intermediate or longacting combined with fastacting:fluphenazine;2;1;1612.89
7.36995;insulins and analogues for injection intermediate or longacting combined with fastacting:boceprevir;2;1;1612.89
7.36995;insulins and analogues for injection intermediate or longacting combined with fastacting:methyltestosterone and estrogen:sensory organs;2;1;1612.89
7.36995;insulins and analogues for injection intermediate or longacting combined with fastacting:methyltestosterone and estrogen;2;1;1612.89
7.36995;insulins and analogues for injection intermediate or longacting combined with fastacting:androgens and estrogens;2;1;1612.89
7.36995;multienzymes lipase protease etc:sympathomimetics combinations excl corticosteroids;2;1;1612.89
7.36995;multienzymes lipase protease etc:prolactine inhibitors;2;1;1612.89
7.36995;enzyme preparations:ornidazole;2;1;1612.89
7.36995;digestives incl enzymes:cabergoline;2;1;1612.89
7.36995;digestives incl enzymes:cabergoline;2;1;1612.89
7.36995;digestives incl enzymes:other gynecologicals:phentolamine;2;1;1612.89
7.36995;mesalazine:cabergoline;2;1;1612.89
7.36995;mesalazine:enzyme preparations:antiinfectives for systemic use;2;1;1612.89
7.36995;mesalazine:enzyme preparations;2;1;1612.89
7.36995;mesalazine:digestives incl enzymes;2;1;1612.89
7.36995;intestinal antiinflammatory agents:multienzymes lipase protease etc:antiinfectives for systemic use;2;1;1612.89
7.36995;intestinal antiinflammatory agents:multienzymes lipase protease etc;2;1;1612.89
7.36995;magnesium citrate:thiazides plain;2;1;1612.89
7.36995;osmotically acting laxatives:cyclopenthiazide;2;1;1612.89
7.34889;sodium:ferrous amino acid complex;1234;4;10.9203
7.33087;mineral supplements:ferrous amino acid complex;1240;4;10.8671
7.26887;alimentary tract and metabolism:dermatologicals;30217;20;2.61339
7.18608;cardiovascular system:dermatologicals;30411;20;2.59375
7.1553;alimentary tract and metabolism:progestogens and estrogens fixed combinations;6278;8;4.48833
7.13299;alimentary tract and metabolism:ferrous amino acid complex;1308;4;10.2987
6.96464;oxedrine combinations:viscoelastic substances;3;1;1075.25
6.96464;oxedrine combinations:surgical aids;3;1;1075.25
6.96464;travoprost:medical gases;3;1;1075.25
6.96464;azelastine:medical gases;3;1;1075.25
6.96464;azelastine:antiglaucoma preparations and miotics;3;1;1075.25
6.96464;sympathomimetics combinations excl corticosteroids:phentolamine;3;1;1075.25
6.96464;adrafinil:other drugs for obstructive airway diseases inhalants;3;1;1075.25
6.96464;eszopiclone:ciclesonide;3;1;1075.25
6.96464;benzodiazepine related drugs:adrafinil;3;1;1075.25
6.96464;molindone:other drugs for obstructive airway diseases inhalants;3;1;1075.25
6.96464;phenothiazines with piperazine structure:medical air;3;1;1075.25
6.96464;pridinol:sympathomimetics combinations excl corticosteroids;3;1;1075.25
6.96464;daclizumab:other systemic drugs for obstructive airway diseases;3;1;1075.25
6.96464;peginterferon alfa2b:seratrodast;3;1;1075.25
6.96464;peginterferon alfa2b:other systemic drugs for obstructive airway diseases;3;1;1075.25
6.96464;gefitinib:prostaglandin analogues1;3;1;1075.25
6.96464;gefitinib:phenothiazines with piperazine structure;3;1;1075.25
6.96464;nitrogen mustard analogues:adrafinil;3;1;1075.25
6.96464;antineoplastic and immunomodulating agents:decongestants and other nasal preparations for topical use:travoprost;3;1;1075.25
6.96464;nucleoside and nucleotide reverse transcriptase inhibitors:flupentixol;3;1;1075.25
6.96464;protease inhibitors:travoprost;3;1;1075.25
6.96464;protease inhibitors:gefitinib;3;1;1075.25
6.96464;daptomycin:technetium 99mtc compounds;3;1;1075.25
6.96464;ornidazole:sympathomimetics combinations excl corticosteroids;3;1;1075.25
6.96464;imidazole derivatives:sympathomimetics combinations excl corticosteroids;3;1;1075.25
6.96464;dutasteride:ciclesonide;3;1;1075.25
6.96464;dutasteride:glucocorticoids;3;1;1075.25
6.96464;drugs used in benign prostatic hypertrophy:molindone;3;1;1075.25
6.96464;drugs used in benign prostatic hypertrophy:ifosfamide;3;1;1075.25
6.96464;methyltestosterone and estrogen:medical gases;3;1;1075.25
6.96464;methyltestosterone and estrogen:protein kinase inhibitors;3;1;1075.25
6.96464;androgens and estrogens:travoprost;3;1;1075.25
6.96464;androgens and estrogens:fluphenazine;3;1;1075.25
6.96464;androgens and female sex hormones in combination:travoprost;3;1;1075.25
6.96464;sex hormones and modulators of the genital system:prostaglandin analogues1:medical air;3;1;1075.25
6.96464;cabergoline:ornidazole;3;1;1075.25
6.96464;cabergoline:imidazole derivatives;3;1;1075.25
6.96464;prolactine inhibitors:ephedrine;3;1;1075.25
6.96464;prolactine inhibitors:ornidazole;3;1;1075.25
6.96464;other gynecologicals:phentolamine;3;1;1075.25
6.96464;genito urinary system and sex hormones:antineoplastic and immunomodulating agents:respiratory system:medical air;3;1;1075.25
6.96464;preparations containing sulfur:thioxanthene derivatives;3;1;1075.25
6.96464;cilnidipine:nucleoside and nucleotide reverse transcriptase inhibitors;3;1;1075.25
6.96464;cilnidipine:tioxolone;3;1;1075.25
6.96464;dihydropyridine derivatives:emtricitabine;3;1;1075.25
6.96464;dihydropyridine derivatives:tioxolone:antiinfectives for systemic use;3;1;1075.25
6.96464;selective calcium channel blockers with mainly vascular effects:tioxolone:antiinfectives for systemic use;3;1;1075.25
6.96464;calcium channel blockers:tioxolone:antiinfectives for systemic use;3;1;1075.25
6.96464;thiazides and potassium in combination:pazufloxacin;3;1;1075.25
6.96464;thiazides plain:clofezone;3;1;1075.25
6.96464;arginine hydrochloride:thiazides combinations with psycholeptics andor analgesics;3;1;1075.25
6.96464;antiinfectives:technetium 99mtc pentetic acid;3;1;1075.25
6.96464;protein hydrolysates:other nasal preparations;3;1;1075.25
6.96464;solutions for parenteral nutrition:potassium iodide;3;1;1075.25
6.96464;solutions for parenteral nutrition:hyaluronic acid;3;1;1075.25
6.96464;coagulation factor xiii:iv solutions;3;1;1075.25
6.96464;blood coagulation factors:potassium iodide;3;1;1075.25
6.96464;antithrombotic agents:amino acids:diuretics;3;1;1075.25
6.96464;mitiglinide:enzymes;3;1;1075.25
6.96464;other blood glucose lowering drugs excl insulins:chlorothiazide combinations;3;1;1075.25
6.96464;other blood glucose lowering drugs excl insulins:cilostazol;3;1;1075.25
6.96464;sulfonamides urea derivatives:cilnidipine;3;1;1075.25
6.96464;insulins and analogues for injection intermediate or longacting combined with fastacting:androgens and female sex hormones in combination;3;1;1075.25
6.96464;digestives incl enzymes:phentolamine;3;1;1075.25
6.96464;magnesium citrate:clofezone;3;1;1075.25
6.73881;medroxyprogesterone and ethinylestradiol;652;3;15.2874
6.7241;antianemic preparations:genito urinary system and sex hormones;6715;8;4.18677
6.67711;sympathomimetics used as decongestants:hyaluronic acid;4;1;806.435
6.67711;prostaglandin analogues1:medical air;4;1;806.435
6.67711;antiallergic agents excl corticosteroids:medical air;4;1;806.435
6.67711;antiallergic agents excl corticosteroids:travoprost;4;1;806.435
6.67711;eszopiclone:glucocorticoids;4;1;806.435
6.67711;interleukin inhibitors:seratrodast;4;1;806.435
6.67711;interferons:seratrodast;4;1;806.435
6.67711;protein kinase inhibitors:medical air;4;1;806.435
6.67711;ifosfamide:other psychostimulants and nootropics;4;1;806.435
6.67711;nitrogen mustard analogues:eszopiclone;4;1;806.435
6.67711;protease inhibitors:azelastine;4;1;806.435
6.67711;other antibacterials:technetium 99mtc pentetic acid;4;1;806.435
6.67711;other antibacterials:hyaluronic acid;4;1;806.435
6.67711;ornidazole:antidotes;4;1;806.435
6.67711;ornidazole:other centrally acting agents;4;1;806.435
6.67711;testosterone5alpha reductase inhibitors:ciclesonide;4;1;806.435
6.67711;testosterone5alpha reductase inhibitors:glucocorticoids;4;1;806.435
6.67711;methyltestosterone and estrogen:prostaglandin analogues1;4;1;806.435
6.67711;methyltestosterone and estrogen:antiallergic agents excl corticosteroids;4;1;806.435
6.67711;methyltestosterone and estrogen:phenothiazines with piperazine structure;4;1;806.435
6.67711;methyltestosterone and estrogen:protease inhibitors;4;1;806.435
6.67711;other gynecologicals:ephedrine;4;1;806.435
6.67711;genito urinary system and sex hormones:respiratory system:sensory organs:medical air;4;1;806.435
6.67711;genito urinary system and sex hormones:alkylating agents:other immunosuppressants;4;1;806.435
6.67711;tioxolone:acetic acid derivatives and related substances;4;1;806.435
6.67711;antiacne preparations for topical use:flupentixol;4;1;806.435
6.67711;antiacne preparations:flupentixol;4;1;806.435
6.67711;cilnidipine:acetic acid derivatives and related substances;4;1;806.435
6.67711;amino acids:thiazides combinations with psycholeptics andor analgesics;4;1;806.435
6.67711;coagulation factor xiii:nasal preparations:ophthalmologicals;4;1;806.435
6.67711;platelet aggregation inhibitors excl heparin:chlorothiazide combinations;4;1;806.435
6.67711;enzymes:thiazides combinations with psycholeptics andor analgesics;4;1;806.435
6.67711;sulfonamides urea derivatives:emtricitabine;4;1;806.435
6.67711;sulfonamides urea derivatives:tioxolone;4;1;806.435
6.67711;insulin aspart:phenothiazines with piperazine structure;4;1;806.435
6.67711;insulins and analogues:methyltestosterone and estrogen;4;1;806.435
6.67711;multienzymes lipase protease etc:imidazole derivatives;4;1;806.435
6.67701;mineral supplements:genito urinary system and sex hormones;6765;8;4.15475
6.51281;blood substitutes and perfusion solutions:tetrazepam;178;2;36.8064
6.45412;sympathomimetics used as decongestants:technetium 99mtc pentetic acid;5;1;645.145
6.45412;hyaluronic acid:other ophthalmologicals;5;1;645.145
6.45412;other psychostimulants and nootropics:ciclesonide;5;1;645.145
6.45412;psychostimulants agents used for adhd and nootropics:ciclesonide;5;1;645.145
6.45412;eszopiclone:other psychostimulants and nootropics;5;1;645.145
6.45412;acetic acid derivatives and related substances:flupentixol;5;1;645.145
6.45412;azathioprine:other drugs for obstructive airway diseases inhalants;5;1;645.145
6.45412;other immunosuppressants:glucocorticoids;5;1;645.145
6.45412;gefitinib:antiglaucoma preparations and miotics;5;1;645.145
6.45412;protein kinase inhibitors:azelastine;5;1;645.145
6.45412;nitrogen mustard analogues:ciclesonide;5;1;645.145
6.45412;nitrogen mustard analogues:azathioprine;5;1;645.145
6.45412;dutasteride:other drugs for obstructive airway diseases inhalants;5;1;645.145
6.45412;drugs used in benign prostatic hypertrophy:azathioprine;5;1;645.145
6.45412;androgens and estrogens:medical gases;5;1;645.145
6.45412;genito urinary system and sex hormones:indole derivatives:psychoanaleptics:respiratory system;5;1;645.145
6.45412;dihydropyridine derivatives:flupentixol;5;1;645.145
6.45412;methyclothiazide and potassium:fluoroquinolones;5;1;645.145
6.45412;cyclopenthiazide:antiinflammatory preparations nonsteroids for topical use;5;1;645.145
6.45412;protein hydrolysates:other ophthalmologicals;5;1;645.145
6.45412;iv solutions:other nasal preparations:ophthalmologicals;5;1;645.145
6.45412;coagulation factor xiii:other nasal preparations;5;1;645.145
6.45412;coagulation factor xiii:respiratory system:other ophthalmologicals;5;1;645.145
6.45412;blood coagulation factors:decongestants and other nasal preparations for topical use:other ophthalmologicals;5;1;645.145
6.45412;blood coagulation factors:nasal preparations:other ophthalmologicals;5;1;645.145
6.45412;vitamin k and other hemostatics:potassium iodide;5;1;645.145
6.45412;antihemorrhagics:potassium iodide;5;1;645.145
6.45412;platelet aggregation inhibitors excl heparin:arginine hydrochloride;5;1;645.145
6.45412;agalsidase beta:lowceiling diuretics thiazides;5;1;645.145
6.45412;enzymes:cilostazol;5;1;645.145
6.45412;mitiglinide:platelet aggregation inhibitors excl heparin;5;1;645.145
6.45412;insulins and analogues:nervous system:medical air;5;1;645.145
6.45412;enzyme preparations:imidazole derivatives;5;1;645.145
6.45412;osmotically acting laxatives:clofezone;5;1;645.145
6.45412;osmotically acting laxatives:cefazedone;5;1;645.145
6.32491;magnesium carbonate:2amino1phenylethanol derivatives;754;3;13.2126
6.32327;blood and blood forming organs:tetrazepam;196;2;33.4232
6.29342;blood substitutes and perfusion solutions:cyclobenzaprine;199;2;32.9189
6.27195;other nasal preparations:potassium iodide;6;1;537.618
6.27195;immunostimulants:seratrodast;6;1;537.618
6.27195;immunostimulants:seratrodast;6;1;537.618
6.27195;other antibacterials:ephedrine;6;1;537.618
6.27195;dutasteride:other psychostimulants and nootropics;6;1;537.618
6.27195;drugs used in benign prostatic hypertrophy:ciclesonide;6;1;537.618
6.27195;androgens and female sex hormones in combination:medical gases;6;1;537.618
6.27195;cilostazol:iv solution additives;6;1;537.618
6.27195;agalsidase beta:iv solution additives;6;1;537.618
6.27195;glibenclamide:acetic acid derivatives and related substances;6;1;537.618
6.27195;sulfonamides urea derivatives:etodolac;6;1;537.618
6.27195;insulins and analogues for injection intermediate or longacting combined with fastacting:medical gases;6;1;537.618
6.27195;insulins and analogues:fluphenazine;6;1;537.618
6.27195;enzyme preparations:prolactine inhibitors;6;1;537.618
6.27195;mesalazine:antidotes;6;1;537.618
6.25323;muscle relaxants centrally acting agents;7237;8;3.87429
6.16544;alimentary tract and metabolism:iron preparations;7340;8;3.81788
6.16026;bamethan:agents for dermatitis excluding corticosteroids;1707;4;7.87557
6.11871;magnesium carbonate:agents for dermatitis excluding corticosteroids;811;3;12.2805
6.11796;sympathomimetics used as decongestants:viscoelastic substances;7;1;460.813
6.11796;decongestants and antiallergics:hyaluronic acid;7;1;460.813
6.11796;ephedrine:antidotes;7;1;460.813
6.11796;molindone:other psychostimulants and nootropics;7;1;460.813
6.11796;indole derivatives:benzodiazepine related drugs;7;1;460.813
6.11796;peginterferon alfa2b:other systemic drugs for obstructive airway diseases;7;1;460.813
6.11796;protein kinase inhibitors:fluphenazine;7;1;460.813
6.11796;emtricitabine:acetic acid derivatives and related substances;7;1;460.813
6.11796;boceprevir:protein kinase inhibitors;7;1;460.813
6.11796;other antibacterials:technetium 99mtc pentetic acid;7;1;460.813
6.11796;antiacne preparations for topical use:emtricitabine;7;1;460.813
6.11796;dihydropyridine derivatives:etodolac;7;1;460.813
6.11796;blood coagulation factors:hyaluronic acid;7;1;460.813
6.11796;enzymes:arginine hydrochloride;7;1;460.813
6.11796;mitiglinide:other alimentary tract and metabolism products;7;1;460.813
6.11796;glibenclamide:dihydropyridine derivatives;7;1;460.813
6.11796;magnesium citrate:antiinflammatory preparations nonsteroids for topical use;7;1;460.813
6.10548;other plasma protein fractions:muscle relaxants;219;2;29.9096
6.09446;magnesium carbonate:other dermatological preparations;818;3;12.1749
6.09446;magnesium carbonate:other dermatological preparations;818;3;12.1749
6.07385;magnesium peroxide:peripheral vasodilators;824;3;12.0859
6.07;albumin:other centrally acting agents;223;2;29.3725
6.05227;alimentary tract and metabolism:bamethan;1759;4;7.64074
6.03518;blood and blood forming organs:cyclobenzaprine;227;2;28.8543
6.02657;albumin:muscle relaxants;228;2;28.7276
5.98458;molindone:psychoanaleptics:respiratory system;8;1;403.21
5.98458;immunosuppressants:seratrodast;8;1;403.21
5.98458;immunosuppressants:seratrodast;8;1;403.21
5.98458;alkylating agents:azathioprine;8;1;403.21
5.98458;boceprevir:antiglaucoma preparations and miotics;8;1;403.21
5.98458;dutasteride:psychostimulants agents used for adhd and nootropics;8;1;403.21
5.98458;urologicals:adrafinil;8;1;403.21
